Date,Time,Location,Latitude,Longitude,Operator,Flight #,Route,AC Type,Registration,cn/ln,Aboard,Aboard Passangers,Aboard Crew,Fatalities,Fatalities Passangers,Fatalities Crew,Ground,Summary
6/29/1989,0:04,"Cartersville, Georgia",50.0411867,21.9991196,Calair,,"Carterville, GA  - Montgomery, AL",Dassault Falcon 20,N125CA,208,2,0,2,2,0,2,0,"Unable to gain altitude the positioning flight struck powerlines and crashed. Failure of the pilot-in-command  to assure that the aircraft maintained a climb profile after takeoff. Factors related to the accident were: dark night, the crew's lack of visual perception at night, the PIC's lack of rest (fatigue) and the copilot's failure to attain remedial action."
7/19/1989,7:17,"Glen Burnie, Maryland",62.7346099,22.5708697,Air Taxi - Centre Airlines Inc.,,"Baltimore, MD - Winchester, VA",Beech E18S,N138JR,,5,4,1,2,2,0,0,"Shortly after departing from runway 15l at the Baltimore-Washington International Airport, the pilot transmitted that he had an emergency consisting of a fire under his side panel. He reported he was going to circle & land. According to witnesses, flames & smoke were in the cockpit area. The aircraft started a gradual descent during a left turn. Subsequently, it crashed into a house."
7/19/1989,11:02,"Talourow Island, USSR",46.3415466,2.6019912,Aeroflot,,Observation flight out of Cape Schmidt,Antonov AN-26,CCCP-26685,8805,10,6,4,10,6,4,0,Crashed into costal cliffs while on an ice observation flight.
7/19/1989,16:00,"Sioux City, Iowa",26.3351,17.228331,United Air Lines,232,"Denver, CO - Chicago, IL",McDonnell Douglas DC-10-10,N1819U,46618/118,298,287,11,112,111,1,0,"Catastrophic failure of the No. 2 (rear) engine while en route from Denver to Chicago, with total loss of all three hydraulics systems due to damage. The aircraft maneuvering with only the thrust of the engines, crashed while attempting to land at Sioux City. Failure to detect a fatigue crack in the No. 2 engine resulting in the disintegration of the fan disk and loss of all three hydraulic systems. The  failure was traced back to a manufacturing defect in the fan disk, which had microscopic cracks due to impurities. Subject of the 1992 TV-movie ""Crash Landing: The Rescue of Flight 232."""
7/21/1989,,"Porgera, New Guinea",58.6076727,99.1779092,Talair,,Porega-Port Moresby,de Havilland Canada DHC-6 Twin Otter 300,P2-RDW,366,22,20,2,3,1,2,0,Crashed into jungle shortly after taking off.
7/21/1989,15:23,"Manila, Philippines",25.2322352,-11.5788103,Philippine Air Lines,,Zamboanga - Manila,BAC One-Eleven 516FP,RP-C1193,231,98,91,7,1,1,0,8,"In heavy rain the aircraft bounced twice, crashed through a concreate wall, overran the runway, crossed a road and struck several cars."
7/23/1989,,"Near Jalalabad, Afghanistan",33.93911,67.709953,Military - Afghan Republican Air Force,,,Mil Mi-8 / Mil Mi-8,,,30,NULL,NULL,30,NULL,NULL,0,Mid-air collision between two helicopters.
7/26/1989,,"Near Chana, Angola",40.7929026,43.8464971,Military - Angolan Air Force,,Luena - Cazombo,Antonov AN-26,,,48,44,4,42,NULL,NULL,0,Shot down either by rebel forces or friendly fire. A missile struck one of the engines and the plane crashed while attempting an emergency landing.
7/27/1989,,"Off Ullung Do, South Korea",25.6872431,32.6396357,Universal Airlines,,,Sikorsky S-58T,,,19,NULL,NULL,13,NULL,NULL,0,Crashed into the sea.
7/27/1989,7:00,"Tripoli, Libya",55.121821,-3.3553577,Korean Airlines,803,Jeddah - Tripoli,McDonnell Douglas DC-10-30,HL-7328,47887/125,199,181,18,75,72,3,4,The aircraft crashed short of the runway while landing in fog. Failure of the captain to land without analyzing the weather data.
7/31/1989,22:00,"Auckland, New Zealand",44.3148443,-85.6023643,Air Freight New Zealand,1,Auckland - Christchurch,Convair CV-580,ZK-FTB,180,3,0,3,3,0,3,0,The cargo lost altitude shortly after lifting off and crashed and broke up in  Manukau Harbor. The training captain's failure to monitor the aircraft's climb flight path during the critical stage of the climb after take-off.
8/3/1989,13:43,"Samos, Greece",34.862614,-111.8137258,Olympic Aviation,,Thessaloniki - Samos,Shorts 330-200,SX-BGE,SH-3083,34,31,3,34,31,3,0,Crashed into Mt. Kerkis in poor weather after deviating from course on approach. The crew was flying VFR in IFR conditons. The aircraft was named Isle of Minos.
8/7/1989,12:10,"Near Gambela, Ethiopia",41.8967068,12.4822025,RRC Air Service,,Addis Ababa - Bole,de Havilland DHC-6 Twin Otter 300,ET-AIL,699,16,13,3,16,13,3,0,"The aircraft took off from Addis Ababa to see how much food was reaching the famine-stricken area of western Ethiopia.  The plane crashed into a mountain in poor weather conditons at an altitude of  3,600 feet.  The crew flew into an area of bad weather at a very low altitude and failed to maintain visual contact with the ground.  U.S. Representative George Thomas ""Mickey"" Leland, 45, killed."
8/8/1989,10:35,"Near Midford Sound, New Zealand",23.022505,72.5713621,Aspring Air,,Wanaka - Milford Sound,Britten-Norman BN-2A-26 Trislander,ZK-EVK,583,10,9,1,10,9,1,0,Crashed into the face of a mountain. Undetermined.
8/13/1989,21:25,"Janice, Mississippi",26.1157917,91.7085933,Private,,"Hattiesburg, MS - Gulfport, MS",Cessna 177RG,N1976Q,177RG-0376,2,1,1,2,1,1,0,"The aircraft was flying from Hattiesburg to Gulfport. The non-instrument rated pilot lost control of the aircraft after encountering instrument meteorological conditions resulting in the airplane spiraling into the ground in a wooded area.  U.S. Representative from Mississippi, Larkin Smith, 45, was killed."
8/15/1989,,"Shanghai, China , China",-15.4996879,-70.129653,China Eastern Airlines,,Shanghai - Hongqiao,Antonov AN-24RV,B-3417,37309006,40,34,6,34,28,6,0,Lost power and crashed into a river shortly after taking off from Shanghai.
8/25/1989,7:45,"Near Gilgit, Pakistan",50.0411867,21.9991196,Pakistan International Airlines,,Gilgit - Islamabad - Chaklala,Fokker F-27 Friendship 200,AP-BBF,10207,54,49,5,54,49,5,0,Crashed into Himalaya Mountains en route from Gilgit to Islamabad.
9/3/1989,20:45,"Near Sao Jose do Xingu, Brazil",30.3297566,-81.6591529,Varig,254,Maraba - Belem,Boeing B-737-241,PP-VMK,21006/398,54,48,6,13,13,0,0,"A series of navigation errors led to the aircraft running out of fuel and crashing into the jungle. The crew was working with a filight plan that showed the course in tenths of a degree  instead of in the usual whole degrees. When the flight plan indicated 0270 degrees, the crew should have been flying at 027 degrees. Instead they flew at 270 degrees (west).Therefore, the crew flew in  the wrong direction, even though Belem was north of Maraba and the sun was setting right in front of them. Then they assumed they had overshot Belem and flew straight back east. Then they began following a river which they assumed was the Amazon which would lead them to Belem, but it was the Xingu river. Finally, they  tuned in a radio station and homed in on it assuming it was a Belem station, which it wasn't."
9/3/1989,19:00,"Near Havana, Cuba",62.7346099,22.5708697,Cubana de Aviacion,9646,"Havana - KÃ¶ln, Bonn",Ilyushin IL-62M,CU-T1281,3850453,126,115,11,126,115,11,45,The aircraft crashed into navigational towers and residential houses shortly after takeoff in heavy rain and high winds. Decision of the pilot in command  to fly after an abrupt deterioration in weather conditions.
9/8/1989,16:36,"Skagerrak, Denmark",48.747565,2.112559,Partnair,394,Oslo - Hamburg,Convair CV-580,LN-PAA,56,55,50,5,55,50,5,0,"The aircraft crashed into the sea after an in-flight breakup. Severe vibration caused by worn bolts causing the rudder to jam and the tail to collapse. Bolts used to attach the fin to the fuselage were found to be counterfeit and wore much faster that genuine bolts.  Official PC: The accident was caused by loss of control due to the destruction of primary control surfaces in the tail section, which, in turn, was caused by aeroelastic oscillations initiated by abnormal clearances in the vertical stabilizer attachments to the fuselage structure. The condition of the attachments was a result of excessive wear in pins and sleeves used in this structural joint. The pins and sleeves were of an inferior quality and did not satisfy specified values for hardness and tensile strength. They had also been installed and inspected using sub-standard maintenance procedures. Undamped oscillations in the elevator contributed to the structural failure of the empennage."""
9/15/1989,21:10,"Mayfield, Kentucky",46.3415466,2.6019912,Wehite Cap Aviation,,"Orlando, FL - Mayfield, KY",Beech King Air B100,N887PE,B-049,6,5,1,6,5,1,0,"Crashed into trees while attempting to land at night, in fog. Improper IFR procedures and failure to maintain minimum descent altitude."
9/15/1989,,"Near Bentuni, Indonesia",26.3351,17.228331,Merpati Nusantara Airlines,,Manokwari - Bentuni,de Havilland Canada DHC-6 Twin Otter 300,PK-NUE,345,22,19,3,22,19,3,0,Crashed while making an approach to Bintuni.
9/19/1989,14:00,"Near Bilma, Niger",58.6076727,99.1779092,Union des Transportes Aeriens,772,N'Djamena - Paris,McDonnell Douglas DC-10-30,N54629,46852/125,171,156,15,171,156,15,0,"While climbing through FL 350, 46 minutes after takeoff, a bomb exploded in a container in location 13-R in the forward cargo hold. The aircraft disintegrated and crashed into the desert. A Congolese man, who boarded at Brazzaville and disembarked at Ndjamena was believed to have brought the bomb aboard."
9/20/1989,15:00,"Fairbanks, Alaska",25.2322352,-11.5788103,Boeing KC-135E,,Training,Military - U.S. Air Force,57-1481,17552/161,7,NULL,NULL,2,NULL,NULL,0,An explosion occurred in an overheated fuel pump while shuting down the engines.
9/20/1989,23:21,"La Guardia Airport, New York, New York",33.93911,67.709953,USAir,5050,"New York City - Charlotte, NC",Boeing B-737-401,N416US,23884/1643,63,57,6,2,2,0,0,"During an aborted takeoff,  the aircraft overran the runway, hit a wooden approach lighting pier and came to rest partially submerged in shallow water in Bowery Bay. The failure of the captain to exercise his authority in a timely manner to reject or continue the troubled takeoff which was initiated by a mistrimmed rudder."
9/21/1989,,Centeral Afghanistan Afghanistan,40.7929026,43.8464971,Military - Afghan Republican Air Force,,,Mil Mi-8 (helicopter),,,26,NULL,NULL,26,NULL,NULL,0,
9/21/1989,,"Near Baghran, Afghanistan",25.6872431,32.6396357,Military - Afghan Republican Air Force,,,Mil Mi-17 ( helicopter),,,24,NULL,NULL,24,NULL,NULL,0,
9/23/1989,20:35,"Ujani Dam, India",-28.8815658,121.3308768,Vayudoot,,Pune - Hyderabad,Dornier Do-288-201,VT-EJF,8052,11,8,3,11,8,3,0,Exploded in mid-air and crashed during a thunderstorm and heavy rain.
9/26/1989,8:28,"Terrace,  Canada",55.121821,-3.3553577,Skylink Airlines,70,Vancouver - Terrace,Swearingen SA.227AC Metro III,C-GSLB,AC-481,7,5,2,7,5,2,0,"The plane struck trees, losing part of a wing after initiating a go-around. The crew continued with the approach beyond the missed approach point without establishing the required visual references."
9/27/1989,9:53,"Grand Canyon National Park Airport, Tusayan, Arizona",52.7401228,-1.1405925,Grand Canyon Airlines,Canyon 5,Grand Canyon National Park,de Havilland Canada DHC-6 Twin Otter 300,N75GC,439,21,19,2,10,8,2,0,"The aircraft bounced and came down on its right wing tip while attempting to land. The controls were damaged and after an attempted go-around and reaching a height of 200 ft., the plane rolled to the left and crashed into trees on a hill. Improper pilot techniques and crew coordination during the landing attempt, bounce and attempted go-around."
9/28/1989,20:08,"Semyonovka ,Ukraine",32.4534878,-99.7312829,MAP,,Mukachevo - 	Moscow,Antonov An-32,CCCP-48095,1705,9,4,5,9,4,5,0,Failure of the autopilot caused the plane to enter a spiral descent. Attempts to pull the plane out caused the aircraft to break-up in midair and crash into a swamp.
10/4/1989,6:00,"Perth, Ontario, Canada",16.840939,96.173526,Military - U.S. Air Force,,,Boeing KC-135A,56-3592,17341/31,4,0,4,4,0,4,0,A dry  fuel pump led to the ignition of fuel vapors.
10/6/1989,22:05,"Uncertain, Texas",43.3025742,5.3690743,Winchester Air,,Uncertain - Destsin,Cessna 208 Caravan I,N208W,208-00115,5,3,2,5,3,2,0,"The aircraft took off, made a left turn and crashed into trees.  Improper planning and decision by the pilot-in-command and failure of the crew to maintain runway alignment and clearance from the high obstructions beside the runway. Contributing factors included weather conditions, dark night, lack of runway edge lights, lack of visual perception by the pilots and trees beside the runway."
10/10/1989,13:39,"Lacey Township, New Jersey",36.9788003,-25.1059054,Air Taxi - Paramount Aviation Corp.,,"New York, NY - Atlantic City, NJ",Agusta A109A MK II,N21FL,7309,5,4,1,5,4,1,0,"In-flight separation of a main rotor blade of the helicopter due to fatigue failure of the main rotor blade spar, which originated at a manufacturing induced scratch (tool mark) that was the result of inadequate quality control."
10/10/1989,,"Urpay, Peru",3.1319197,101.6840589,TAUSA,,Urpay-Uchiza,Cessna 402C Utililiner,OB-T-1254,402C-0638,12,11,1,12,11,1,0,Crashed into mountain after takeoff.
10/18/1989,,"Nasosny, Russia",21.3098845,-157.8581401,Military - Russian Air Force,,,Ilyushin IL-76MD,CCCP-76569,33448421,57,50,7,57,50,7,0,Crashed into the Caspian sea after reporting an engine fire.
10/20/1989,2:32,"Leninakan, Russia",46.8130816,-71.2074596,Aeroflot,,Ul'yanovsk - Leninakan,Ilyushin IL-76TD,CCCP-76466,23440153,15,10,5,15,10,5,0,Descended below minima and struck a mountain. Did not heed GPWS warnings. Incorrectly set altimeter.
10/21/1989,7:53,"Near Tegucigalpa, Honduras",-12.0466888,-77.0430886,TAN,414,Managua - Tegucigalpa,Boeing B-727-224,N88705,19514/597,146,138,8,127,123,4,0,The aircraft landed short of the runway in heavy rain and high winds after returning to the airport. The crew did not follow the proper approach procedure.
10/26/1989,,"Petropavlovsk, USSR",49.7800938,-92.8369592,Military - Soviet Air Force,,,Antonov AN-26,9,,36,30,6,36,30,6,0,Crashed while attempting to land in poor weather. Controlled flight into terrain.
10/26/1989,18:55,"Hualien, China",40.4258686,-86.9080655,China Airlines (Taiwan),204,Hualien - Taipei,Boeing B-737-209,B-180,23795/1319,54,47,7,54,47,7,0,"The plane hit a 7,000 ft, mountain 10 minutes after taking off. The flight crew used an incorrect departure procedure."
10/28/1989,18:37,"Halawa Point, Molokai, Hawaii",31.9685988,-99.9018131,Aloha Island Air,1712,"Kahului, Maui - Kaunakakai, Molokai",de Havilland DHC-6 Twin Otter 300,N707PV,400,20,18,2,20,18,2,0,"The aircraft collided with terrain near Halawa Bay, Molokai, Hawaii, while en route on a scheduled passenger flight from the Kahalui Airport, Maui, to Kaunakakai Airport, Molokai. The decision of the captain to continue flight under visual flight rules at night into instrument meteorological conditions, which obscured rising mountainous terrain. The victims included eight members of Molokai High School's volleyball team and staff."
11/9/1989,,"Monrovia, Liberia",36.0178365,129.3608885,Weasua Air Ttansport,,Monrovia-Freetown,Britten-Norman BN-2A Islander,9L-LAV,767,10,9,1,2,1,1,0,Crashed on a beach following engine failure.
11/10/1989,,"Maluti Mountains, Lesotho",-23.4543137,-46.5336643,Military - Royal Lesotho Defence Force,,Qacha?s-  Nek-Maseru,Casa 212 Aviocar,LDF-46,389,18,16,2,18,16,2,0,Hit a mountain.
11/21/1989,17:28,"Near Tyumem, Russia",44.91875,5.184529,Aeroflot,,Perm - Sovietsky,Antonov AN-24,CCCP-46335,97305602,42,36,6,34,28,6,0,The plane collided with  trees 180 m from the Inner Marker.  Weather was below minima with a 80 m cloud base and 2000 m visibility in haze and snow.
11/23/1989,,Albania,7.8890971,-72.4966896,Military - People's Army/ Military - Peoples Air Force,,,Mil Mi-4 / Mil Mi-4,,,24,NULL,NULL,24,NULL,NULL,0,Two helicopters transporting bus accident victims collided in mid-air.
11/25/1989,7:48,"Seoul, South Korea",11.0041072,-74.8069813,Korean Airlines,,Seou - Ulsan,Fokker F-28 Fellowship 4000,HL-7255,11223,52,46,6,1,1,0,0,"The plane crashed during takeoff after losing the left engine, directional control and overrunning the runway and catching fire."
11/27/1989,7:16,"Bogota, Colombia",21.161908,-86.8515279,AVIANCA,203,Bogota - Cali,Boeing B-727-21,HK-1803,19035/272,107,101,6,107,101,6,3,The plane burst into flames and crashed shortly after taking off from El Dorado Airport. Detonation of an explosive device placed on the floor on the starboard side of the passenger cabin at seat 15F which ignited fuel vapors in an empty fuel tank. The bomb was placed by members of the drug cartel headed by Pablo Escobar in an attempt to kill presidental candidate Cesare Gaviria. He was not aboard the flight.
11/27/1989,,"Near Jamba, Angola",57.2656993,16.4473984,Tepper Aviation,,Kamina - Jamba,Lockheed L-100-20 Hercules,N9205T,4129,5,0,5,5,0,5,0,Crashed while landing.
11/28/1989,20:00,"Charallave, Venezuela",39.0850999,117.19937,Lineas Aéreas Cave,,Canaima - Ciudad Guayana -Charallave,Cessna 402,YV-478C,,7,5,2,3,1,2,0,"The aircraft was making a night, VOR instrument approach to Runway 28.  Visual meteorological conditions prevailed, except for some parts of the airport which were obscured by low cloud.  Approaching Runway 28, the aircraft was too high to land and the pilot chose instead to enter a right downwind to land on Runway 10.  At approximately 400 feet above ground level on final for Runway 10, the aircraft entered some clouds, the base of which were reported by the tower operator to be at 10 meters.  The aircraft continued its descent, initially striking some trees about 400 feet short of the runway, then shearing off one of the main landing gear on a hillside road about 200 feet prior to the runway.  The aircraft, under full power and nose up, began to climb, but rolled inverted and crashed at the threshold of Runway 10.  The wing fuel tanks were ruptured and the fuselage, trailing fire, slid across the runway and stopped on the parallel taxiway.  A fire ensued and airport fire and rescue crews put out the fire within 10 minutes.  Both pilots and one passenger were killed by impact and the remaining four passengers were taken to the hospital with moderate injuries.  The primary cause of the accident was the pilot's decision to descend without visual reference to the surface.  A contributing factor was the negative affect on crew performance that resulted from not using oxygen at 12,000 feet during the flight from Ciudad Guayana."
11/28/1989,18:25,"Block Island, Rhode Island",5.8520355,-55.2038278,New England Airlines,,"Block Island, RI - Westerly, RI",Britten-Norman BN-2A Islander,N127JL,69,8,7,1,8,7,1,0,Crashed into the sea 4 miles Northwest of the Island. Unknown cause. There was sever turbulence and windshear in the area.
12/1/1989,9:30,"Patuxent, Maryland",4.67726,-73.97138,Military - U.S. Army,,Fort Belvoir - Patuxent River NAS,CASA 212 Aviocar 200,N296CA,296,5,0,5,5,0,5,0,"The crew inadvertently selected ""Beta Range"" on the propellers at 800 feet. The aircraft then stalled and crashed into the river."
12/21/1989,14:00,"Near Guayaramerin, Bolivia",52.5200066,13.404954,Military - Bolivian Air Force,,Guayaramerin - Santa Cruz,Lockheed C-130A,TAM-62,3187,28,18,10,24,NULL,NULL,0,The passenger flight crashed into a jungle shortly after taking off.
12/26/1989,22:30,"Pasco, Washington",31.0301788,61.4900813,United Express,2415,Yakima - Pasco,British Aerospace 3101 Jetstream 31,N410UE,776,6,4,2,6,4,2,0,"The aircraft was observed sinking fast while attempting to land at Pasco. The aircraft suddenly nosed over and crashed short of the runway. The crew's decision to continue an unstabilized instrument landing system approach that led to a stall, most likely of the horizontal stabilizer, and loss of control at low altitude. Contributing to the accident was the air traffic controller's improper vectors that positioned the aircraft inside the outer marker while it was still well above the glideslope. Contributing to the stall and loss of control was the accumulation of airframe ice that degraded the aerodynamic performance of the airplane."
12/28/1989,,"Near Visina, Romania",-11.4193347,-75.6889493,Tarom,,Bicharest - Beogard,Antonov An-24RV,YR-BMJ,77310801,7,1,6,7,1,6,0,Crashed in poor weather conditions. Rumors suggest the plane was shot down.
12/30/1989,,Milford Sound,22.6272772,120.3014375,Air Fiordland,,,Cessna 207 / Cessna 207,ZK-DAX / ZK-DQF,131/53,5,4,1,5,4,1,0,"Midair collision. Five killed on ZA-DAX, ZK-DQF landed safely."
1/2/1990,13:40,"Java Sea, Indonesia",3.8616853,11.5202292,Pelita Air Service,,Palambang and Jakarta,CASA 212 Aviocar 200,PK-PCM,217/57N,16,13,3,9,7,2,0,Ditched into the Java Sea after experiencing mechanical problems with the right engine and being unable to maintain altitude. The crew shut down the engine and feathered the propeller but could not maintain altitude despite jettisoning luggage out of the aircraft.
1/13/1990,12:56,"Near Pervouralsk, Russia",5.152149,46.199616,Aeroflot,,Tyumen - Ufa,Tupolev TU-134A,CCCP-65951,2351703,71,65,6,27,23,4,0,A fire in the rear cargo hold and fire warning in both engines forced the plane to crash land in a snow laden field. The plane broke up after striking irrigation equipment. Short circuit in the electrical wiring.
1/15/1990,8:30,"Pico Blanco, Costa Rica",34.1650972,-84.7999382,SANSA,32,San Jose - Palmar Sur,CASA 212 Aviocar 200,TI-SAB,163,23,20,3,23,20,3,0,"Crashed about 4,500 feet up on 7,250 ft. Pico Blanco Mountain, 10 miles southwest of San Jose, five minutes after taking off in a driving rainstorm. Continued VFR flight into IFR condtions.  The aircraft was not  equipped with a GWPS."
1/17/1990,7:19,"Near Leadville, Colorado",39.1648588,-76.6239226,Federal Express,824,Denver - Montrose,Cessna 208A Caravan I Cargomaster,N835FE,208-00091,1,0,1,1,0,1,0,"The cargo plane crashed into a 14,200 ft. Mount Massive 50 feet below the summit  while en route. Diversion of the pilot's attention, resulting in an in flight collision with terrain during normal cruise flight."
1/23/1990,7:35,"Near Caracas, Venezuela",,,Military - Venezuelan Navy,-,Caracas - Puerto Ayancucho,CASA 212-200 Aviocar,ARV-0210,268,25,22,3,25,22,3,0,"Crashed into El Junquito Hill 5 minutes after taking off and burned. Most likely cause was reduced visibility, rain and low overcast."
1/25/1990,,"Mt Rijani, Lombok Island, Indonesia",42.4963416,-96.4049408,Airfast Services,,Ujung Pandang - Selaparang,Hawker Siddeley HS-748-2A,PK-OBW,1567,19,16,3,19,16,3,0,"Crashed into Mt. Ringani after being diverted en route to Denpasair, Bali, due to bad weather."
1/25/1990,21:34,"Cove Neck, New York",-5.4643897,143.1489302,AVIANCA,52,Medellin - New York City,Boeing B-707-321B,HK 2016,19276/592,158,149,9,73,65,8,0,"The aircraft was put in a series of extended holding patterns as it approached New York.The crew informed ATC they were running out of fuel but did not declare an emergency and were cleared to land. After a missed approach and during  a go-around, the plane ran out of fuel and crashed in a wooded area. The captain speaking very little English and communicating through the first officer, at no time declared an emergency. The first officer used the term ""we need priority"" several times, rather than declaring an emergency. The ATC did not realize the peril of the aircraft. Failure of the crew to properly communicate the emergency situation to the ATC. Although blame was placed squarely on the crew there are several reasons why ATC should have  taken some responsibility for the accident. ATC was trying to land too many planes at once given the weather and number of missed approaches and aborted landing that were taking place. The plane was put in an extended holding pattern on three different occasions. The crew was not told of wind shear below 500 ft. which led to the aborted landing attempt. The plane was passed between three different controllers as it came out of its holding pattern to land. Each time the crew had to repeat their fuel situation.  The crew did say ""we are running out of fuel"" numerous times only to be taken on a wide circling pattern after the first attempt at landing was aborted. Although the major blame was placed on the crew, in the end, the FAA paid 40% of compensations to the passenger's families."
1/26/1990,,"Zavkhan, Mongolia",14.5995133,120.984234,MIAT - Mongolian Airlines,,Ulan Bator - Uliastaj,Antonov AN-26V,BNMAU-10208,57310208,30,25,5,30,25,5,0,The Antonov crashed after failing to find the destination airport at night.
1/27/1990,17:35,"Near Kinkala, Congo",34.4283529,70.4578019,Military - Congolese Air Force,,Pointe-Noire - Brazzaville,Nord 262C-66,TN-230,103,28,23,5,28,23,5,0,Rain and high winds caused the aircraft to crash 50 miles from it's destination of Brazzaville.
1/29/1990,2:00,"Burlington, Vermont",-11.202692,17.873887,Airborne Express,,"Burlington, VT - Albany, NY",Cessna 208B Caravan I,N4688B,208B-0169,2,1,1,2,1,1,0,"In light snow, the cargo plane was unable to gain altitude and crashed into trees. The failure of the pilot to de-ice the airplane prior to departure, and his decision to make the takeoff at a weight that exceeded both the maximum structural takeoff weight and the reduced takeoff weight allowed for icing conditions resulting in an inadvertent stall."
1/29/1990,20:33,"Plattsburgh, New York",37.5063677,130.8571536,Wiggins Airways,,Plattsburgh - Syracuse,Cessna 208B Caravan I Super Cargomaster,N854FE,208B-0172,1,0,1,1,0,1,0,"The cargo plane took off at night in snow was unable to gain altitude, make a steep descent and crashed into trees. Loss of control in-flight after the airplane stalled during climbout. The stall resulted from a loss of lift due to a contaminated wing surface. Contributing to the accident was the failure of the pilot to de-ice the aircraft prior to departure."
2/5/1990,8:37,"Near Ibague, Colombia",32.8877109,13.187186,Helicopteros Nacionales de Colombia,,Bogota via Neiva - Ibague,Grumman G-159 Gulfstream I,HK-3315X,24,15,11,4,15,11,4,0,"Struck Mt. El Saluda at 5,000 ft., near Image, after announcing a go-around with intentions of diverting to their alternate."
2/12/1990,9:29,"Bauru, Brazil",-36.8508827,174.7644881,TAM (Brazil),,San Palo - Bauru - Aracatuba,Fokker 27 Friendship 200,PT-LCG,10206,40,36,4,2,1,1,2,"Crashed after an aborted landing following landing  too fast and 2/3rds down the runway. The pilot attempted a go-around, became airborne but stalled and crashed into houses and a car killing two people."
2/14/1990,13:03,"Near Bangalore, India",37.7547857,26.9777701,Indian Airlines,605,Bombay - Bangalore,Airbus A320-231,VT-EPN,79,146,139,7,92,87,5,0,"On final approach, the aircraft descended below the normal approach profile until it hit the ground 2,300 ft. short and 200 ft. to the right of the runway centerline. The co-pilot's (in this case check captain's) flight director was left in the Open Descent Idle Mode instead of the Vertical Speed Mode, the prescribed setting for an approach and landing.The aircraft could not maintain the correct flight path at idle power. Failure of the crew to realize the gravity of the situation and respond immediately towards proper action of moving the throttles, even after the radio altitude call-outs."
2/17/1990,19:30,"Near Ngwerere, Zambia",8.2505817,34.5877629,Military - Zambian Air Force,,M'bala - Likouala,DHC-5 Buffalo,AF316,66,29,24,5,29,24,5,0,Suddenly dove into a field as it prepared to land at Likouala.
2/27/1990,19:47,"Denver, Colorado",-44.6414024,167.8973801,Federal Express,,Aspen - Denver,Cessna 208A Caravan I Cargomaster,N820FE,208-00043,1,0,1,1,0,1,0,"While on an ILS approach, the cargo plane encountered icing conditions. Subsequently it entered a steep descent and crashed short of the runway. The accumulation of structural ice and subsequent stalling of the aircraft. The icing condition was a related factor."
3/1/1990,,"Near Meerut, India",31.0254635,-89.0367166,Military - Indian Air Force,,,MiG-23,,,1,0,1,0,0,0,50,"After the pilot ejected safely, the aircraft crashed into two trucks killing 50 people on the ground."
3/12/1990,,"Off Freetown, Sierre Leone",31.230416,121.473701,Helicsa,,,Sikorsky S-58ET (helilcopter),EC-DDR,58-1617,13,NULL,NULL,11,NULL,NULL,0,Crashed into the sea after takeoff.
3/21/1990,,"Las Mesitas, Honduras",35.8025667,74.9831808,TAN Honduras,,San Pedro - Tegucigalpa,Lockheed L-188CF Electra,HR-TNL,1134,3,0,3,3,0,3,0,"The cargo plane descended below the minimum safe altitude and struck a 7,000 mountain in poor weather."
3/23/1990,,Santiago de Cuba,-10.806268,-52.7331252,Cubana de Aviacion,,Santiago de Cuba-La Havane,Antonov AN-26,CU-T1436,7406,46,41,5,4,4,0,0,"During takeoff, close to V1 the takeoff was aborted. The aircraft overran the runway and crashed."
3/27/1990,11:00,"Kabul, Afghanistan",23.133865,-82.3585654,Aeroflot,,Kokand - Kabul,Ilyushin IL-76MD,CCCP-78781,83489670,11,2,9,11,2,9,0,The cargo plane stalled while on final and crashed while on approach after being ordered by ATC to discontinue the approach. Pilot error.
3/27/1990,,"Near Kuito, Angola",57.0462575,9.9026337,Military - Angolan Air Force,,Kuito-Huambo,CASA 212 Aviocar 300,T-410,384,25,20,5,25,20,5,0,Shot down with a missile fired by UNITA rebels.
4/12/1990,14:44,"Off Vaeroy, Norway",36.7417235,-88.6367154,Wideroe's Flyveselksap,839,Vaeroy - Bodo,de Havilland Canada DHC-6 Twin Otter 300,LN-BNS,536,5,3,2,5,3,2,0,Control of the aircraft was lost when the push-pull rod to the elevator failed in heavy turbulence. The plane crashed into the sea.
4/18/1990,,"Off Contadora, Panama",-2.116667,133.533333,Aeroperlas,,Panama City-Contadora-San Miguel,de Havilland Canada DHC-6 Twin Otter 200,N187AS,131,22,19,3,20,17,3,0,"Shortly after taking off, the plane crashed into the ocean three miles south of the Panamanian island of Contadora after experiencing problems with the No. 2 engine leading to loss of altitude and control of the aircraft. The engine failure was caused by bird ingestion."
4/20/1990,,"Near Kinshasa, Zaire",18.6930645,12.9177115,Military - Zairean Air Force,,Kinshasa-Gbadolite,Lockheed C-130H,9T-TCG,4589,24,18,6,20,NULL,NULL,0,The propeller of the No. 3 engine separated which struck the No.4 propeller leading to a crash.
4/26/1990,6:21,"Near Manila, Philippines",64.8400511,-147.7199756,MATS - Manila Aero Transport System,,Manila - Roxaz City,Douglas DC-3 (C-47A-30-DK),RP-C81,25325,24,22,2,7,7,0,0,"The plane crashed into a rice field after an engine failed during a landing attempt and the plane attempted to take off again, crashing outside of the airport boundary."
